ID,Movie Names,Year,Genere,Rating
4063,Dr. Dolittle 2,2001,"Comedy, Family, Romance, Fantasy",5.3
4064,Old Henry,2021,"Action, Western, Thriller",7.3
4065,Something the Lord Made,2004,"TV Movie, Drama",7.7
4066,Pieces of a Woman,2020,Drama,7
4067,"Monster High: Frights, Camera, Action!",2014,"Family, Animation, Fantasy",7.2
4068,"See No Evil, Hear No Evil",1989,"Comedy, Crime",6.7
4069,Joy,2015,"Drama, Comedy",6.5
4070,Half Baked,1998,"Comedy, Crime",6.3
4071,97 Minutes,2023,"Thriller, Action",3.3
4072,House of the Witch,2017,"Horror, TV Movie",4.7
4073,Quasi,2023,Comedy,5.2
4074,The Taking of Deborah Logan,2014,"Horror, Mystery, Thriller",6.4
4075,Spooks: The Greater Good,2015,"Thriller, Action",6
4076,"God, Sex and Truth",2018,Romance,6.4
4077,Awakenings,1990,Drama,7.8
4078,Mindhunters,2004,"Mystery, Thriller, Crime",6.4
4079,Candy,1968,"Adventure, Comedy, Fantasy",5.4
4080,Feel the Beat,2020,"Comedy, Music, Drama",7.6
4081,Jacob's Ladder,1990,"Drama, Mystery, Horror",7.4
4082,"Yes, God, Yes",2020,Drama,6.3
4083,Escape Plan: The Extractors,2019,"Action, Adventure, Crime, Thriller",5.4
4084,The Big Sleep,1946,"Crime, Mystery, Romance, Thriller",7.6
4085,Kids,1995,"Drama, Crime",6.9
4086,The Frighteners,1996,"Horror, Comedy",6.9
4087,The Giver,2014,"Drama, Science Fiction",6.5
4088,I Spit on Your Grave: Déjà Vu,2019,"Horror, Thriller",2.9
4089,Fist Fight,2017,Comedy,6.1
4090,Harold & Kumar Escape from Guantanamo Bay,2008,"Comedy, Adventure",6.3
4091,S.W.A.T.: Firefight,2011,"Action, Crime, Thriller",5.8
4092,Cellular,2004,"Action, Thriller",6.4
4093,Scooby-Doo! and the Goblin King,2008,"Adventure, Animation, Comedy, Family, Fantasy, Music",7.8
4094,The Man Who Knew Infinity,2015,Drama,7.2
4095,Crash,2005,Drama,7.2
4096,Wolf Creek,2005,"Horror, Thriller",6.2
4097,The Many Adventures of Winnie the Pooh,1977,"Animation, Family",7.2
4098,Barbie in Princess Power,2015,Animation,6.2
4099,Dangerous Beauty,1998,"Drama, Romance",7.1
4100,Jackie Brown,1997,"Crime, Thriller, Drama",7.4
4101,American Murderer,2022,"Crime, Drama",6.6
4102,Red Heat,1988,"Action, Crime",6.2
4103,The Girl Who Escaped: The Kara Robinson Story,2023,"Drama, Thriller, Crime",7.5
4104,My Girl,1991,"Comedy, Drama",7.4
4105,The Runner,2015,Drama,4.8
4106,The Children Act,2018,Drama,6.5
4107,Vacancy,2007,"Horror, Thriller",6.2
4108,The Diary of Anne Frank,1959,"Drama, History",7.2
4109,The Pink Panther 2,2009,"Comedy, Mystery",5.7
4110,Assassins,1995,"Action, Adventure, Crime, Thriller",6.5
4111,I Don't Know How She Does It,2011,"Romance, Comedy",5.2
4112,Madly Madagascar,2013,"Animation, Comedy, Family",6.6
4113,Year One,2009,"Comedy, Adventure",5
4114,The Marine,2006,Action,5.9
4115,Stagecoach,1966,Western,6.1
4116,I Am Sam,2001,Drama,7.6
4117,Failure to Launch,2006,"Comedy, Romance",5.8
4118,Memoirs of a Geisha,2005,"Drama, Romance, History",7.7
4119,Sam & Kate,2022,"Comedy, Drama, Romance",6.7
4120,A Cinderella Story: Christmas Wish,2019,"Comedy, Music, Romance, Fantasy",6.4
4121,The Cloverfield Paradox,2018,"Horror, Science Fiction, Action, Thriller",5.6
4122,Magnolia,1999,Drama,7.7
4123,Bandidas,2006,"Action, Comedy, Western, Crime",6
4124,Eraser: Reborn,2022,"Action, Crime, Thriller",6.4
4125,Letters from Iwo Jima,2006,"Action, Drama, War",7.5
4126,Jexi,2019,Comedy,6.9
4127,Ninja: Shadow of a Tear,2013,"Action, Crime, Thriller",6.5
4128,Friday the 13th Part III,1982,Horror,5.9
4129,Silence,2016,"Drama, History",7.1
4130,Monte Carlo,2011,"Adventure, Comedy, Romance",6.6
4131,Jesus Christ Superstar,1973,"Music, Drama",7
4132,Pleasantville,1998,"Fantasy, Comedy, Drama",7.2
4133,On the Basis of Sex,2018,"Drama, History",7.4
4134,Monster High: Freaky Fusion,2014,Animation,7.7
4135,Playing with Fire,2019,"Family, Comedy",6.8
4136,Girl,2020,Thriller,6.3
4137,Following,1999,"Drama, Thriller",7.1
4138,Flubber,1997,"Comedy, Family, Science Fiction",5.6
4139,The Thomas Crown Affair,1968,"Crime, Drama, Romance, Thriller",6.9
4140,The Aeronauts,2019,"Adventure, Drama, Romance",6.8
4141,"Honey, We Shrunk Ourselves",1997,"Adventure, Comedy, Family, Science Fiction, Action",5.4
4142,Dark Angel,1990,"Action, Thriller, Science Fiction, Crime, Horror",6
4143,Z for Zachariah,2015,"Science Fiction, Drama",5.7
4144,Surviving Paradise: A Family Tale,2022,Documentary,7
4145,Assassin,2023,"Action, Thriller, Science Fiction",6
4146,The Awakening,2011,"Horror, Thriller, Mystery",6.4
4147,The Fog,1980,Horror,6.7
4148,P.S. I Love You,2007,"Drama, Romance",7.2
4149,Sonic Drone Home,2022,"Animation, Action, Family, Comedy, Science Fiction",7.2
4150,The Jewel of the Nile,1985,"Adventure, Action, Comedy, Romance",6.2
4151,The Ninth Gate,1999,"Mystery, Thriller, Horror",6.5
4152,Stealing Beauty,1996,"Drama, Romance",6.7
4153,All Roads Lead to Rome,2016,"Comedy, Romance",5
4154,White Boy Rick,2018,"Crime, Drama",6.3
4155,The Changeling,1980,Horror,7
4156,Old Dogs,2009,"Comedy, Family",5.5
4157,What Lies Below,2020,"Horror, Mystery, Thriller, Science Fiction",5.2
4158,Fatale,2020,"Drama, Thriller",6.1
4159,Sixteen Candles,1984,"Comedy, Romance",6.8
4160,Bicentennial Man,1999,"Science Fiction, Comedy, Drama",7.2
4161,Tolkien,2019,"War, Drama, Romance",7
4162,Rushmore,1998,"Comedy, Drama",7.4
4163,Ride Along 2,2016,"Action, Comedy",6.2
4164,Under the Tuscan Sun,2003,"Romance, Comedy",6.8
4165,South Park: Post COVID,2021,"Animation, Comedy, TV Movie",7.3
4166,The Munsters,2022,"Comedy, Fantasy",5.7
4167,Enemy Mine,1985,"Drama, Science Fiction",6.9
4168,The Turning,2020,"Horror, Thriller",5.8
4169,Dragged Across Concrete,2018,"Crime, Action, Thriller",6.6
4170,Bedknobs and Broomsticks,1971,"Adventure, Fantasy, Comedy, Family, Music",7
4171,The Talented Mr. Ripley,1999,"Thriller, Crime, Drama",7.2
4172,The Imaginarium of Doctor Parnassus,2009,"Adventure, Fantasy, Mystery",6.4
4173,I Believe in Santa,2022,"Romance, Comedy",5.3
4174,The Last Temptation of Christ,1988,Drama,7.2
4175,Belfast,2021,Drama,7.1
4176,Scooby-Doo! WrestleMania Mystery,2014,"Animation, Comedy, Family, Mystery",7.4
4177,Mac & Devin Go to High School,2012,Comedy,6.4
4178,The Rainmaker,1997,"Drama, Crime, Thriller",7
4179,American Murder: The Family Next Door,2020,"Documentary, Mystery, Crime",7.3
4180,No One Lives,2013,"Horror, Thriller",5.9
4181,Rosemary's Baby,1968,"Drama, Horror, Thriller",7.8
4182,Sherlock: The Abominable Bride,2016,"Crime, Drama, Mystery, TV Movie",7.9
4183,The Scorpion King 4: Quest for Power,2015,"Action, Adventure, Fantasy",5.2
4184,The Boy Next Door,2015,Thriller,4.9
4185,Airport,1970,"Action, Drama, Thriller",6.4
4186,Jesus,1979,"Drama, History",8.3
4187,Far from the Tree,2021,"Animation, Family",8.1
4188,The Notorious Bettie Page,2005,"Comedy, Drama",6.4
4189,Apostasy,2017,Drama,6.8
4190,Field of Dreams,1989,"Drama, Fantasy",7.1
4191,Vehicle 19,2013,"Thriller, Action",5.4
4192,Mortal,2020,"Action, Fantasy, Thriller",6.5
4193,Dinosaur Hotel,2021,"Horror, Science Fiction, Mystery",5.2
4194,Call Jane,2022,"Drama, History",6.7
4195,Don't Tell Mom the Babysitter's Dead,1991,"Comedy, Family",6.2
4196,Malcolm X,1992,"Drama, History",7.5
4197,America: The Motion Picture,2021,"Animation, Action, Comedy",5.8
4198,The Quiet Man,1952,"Romance, Comedy, Drama",7.3
4199,Arthur 3: The War of the Two Worlds,2010,"Animation, Adventure, Fantasy, Family",5.8
4200,Nine Lives,2016,"Fantasy, Comedy, Family",5.7
4201,Half Past Dead,2002,"Crime, Action, Thriller",5.2
4202,Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.7
4203,The November Man,2014,"Crime, Action, Thriller",6.1
4204,Force of Execution,2013,"Action, Crime",4.7
4205,Bill & Ted's Excellent Adventure,1989,"Adventure, Comedy, Science Fiction",6.9
4206,The Elephant Man,1980,"Drama, History",8.1
4207,Gray Matter,2023,Science Fiction,6.7
4208,Eagle Eye,2008,"Mystery, Thriller, Action",6.4
4209,Selena Gomez: My Mind & Me,2022,"Documentary, Music",8.2
4210,Tom and Jerry: The Movie,1992,"Family, Animation, Comedy",6.3
4211,Hellbound: Hellraiser II,1988,"Horror, Thriller",6.4
4212,Maya the Bee: The Honey Games,2018,"Comedy, Family, Animation, Adventure",6.6
4213,Tropic of Desire,1979,Drama,8
4214,Tootsie,1982,"Comedy, Romance",7.2
4215,Eli,2019,Horror,6
4216,Steven Universe: The Movie,2019,"TV Movie, Animation, Science Fiction, Action, Adventure, Comedy, Drama, Fantasy, Music",8.3
4217,The Red Sea Diving Resort,2019,"Drama, Thriller, History",6.9
4218,Doom: Annihilation,2019,"Action, Science Fiction, Horror",4.9
4219,The Package,2018,Comedy,5.9
4220,"I Love You, Beth Cooper",2009,"Comedy, Romance",5.9
4221,Cheaper by the Dozen,2003,"Comedy, Family",6.3
4222,The Full Monty,1997,Comedy,7
4223,Science Fiction Volume One: The Osiris Child,2016,Science Fiction,5.5
4224,FernGully: The Last Rainforest,1992,"Family, Fantasy, Animation, Adventure",6.3
4225,The Witches of Eastwick,1987,"Comedy, Fantasy",6.5
4226,Forbidden Planet,1956,"Science Fiction, Adventure",7.3
4227,Ninja,2009,"Action, Crime, Drama, Thriller",5.9
4228,The King of Comedy,1982,"Drama, Comedy",7.8
4229,Labyrinth,1986,"Adventure, Family, Fantasy",7.3
4230,Mickey and Minnie Wish Upon a Christmas,2021,"Animation, TV Movie",6.9
4231,Grease 2,1982,"Comedy, Music, Romance",5.1
4232,The Misfits,1961,"Western, Drama, Action, Romance",6.9
4233,Cabaret,1972,"Music, Drama, Romance",7.4
4234,Alpha House,2014,Comedy,4.6
4235,Valiant,2005,"Family, Animation, Adventure, Comedy, War",5.5
4236,White Squall,1996,"Adventure, Action, Drama",6.3
4237,Breakdown,1997,"Crime, Drama, Mystery, Thriller",6.8
4238,The Signal,2014,"Thriller, Science Fiction",6
4239,God's Country,2022,"Mystery, Thriller, Western, Drama",5.6
4240,Sleepless in Seattle,1993,"Comedy, Drama, Romance",6.7
4241,Journey to the Center of the Earth,1959,"Adventure, Fantasy, Family",7
4242,Airport 1975,1974,"Action, Thriller, Drama",5.6
4243,Obi-Wan Kenobi: A Jedi's Return,2022,Documentary,6.8
4244,An American Tail,1986,"Drama, Family, Animation, Adventure",6.7
4245,In the Name of the King: A Dungeon Siege Tale,2007,"Adventure, Fantasy, Action, Drama",4.7
4246,The Final Countdown,1980,"War, Action, Science Fiction",6.6
4247,Playing It Cool,2014,"Comedy, Romance",5.9
4248,Indiana Jones: Making the Trilogy,2003,Documentary,7.4
4249,Henry & June,1990,Romance,6.2
4250,Missing Link,2019,"Family, Animation, Comedy, Adventure, Fantasy",7
4251,Double Team,1997,"Action, Science Fiction",5.1
4252,The Surprise Visit,2022,"Thriller, Crime",5.2
4253,Little Children,2006,"Drama, Romance",7.1
4254,Klute,1971,"Mystery, Thriller, Crime",6.8
4255,The Open House,2018,"Horror, Thriller",3.7
4256,Sunset Boulevard,1950,Drama,8.4
4257,The Invincible Iron Man,2007,"Action, Adventure, Animation, Fantasy, Science Fiction",6.1
4258,The Trust,2016,"Crime, Thriller",5.1
4259,FUBAR Vol. 1,2014,"Documentary, Horror",6.4
4260,"tick, tick... BOOM!",2021,"Drama, Music",7.7
4261,The Toybox,2018,"Horror, Thriller",4.2
4262,The Scorpion King,2002,"Action, Adventure, Fantasy",5.6
4263,Stigmata,1999,"Horror, Thriller",6.2
4264,High Noon,1952,"Western, Drama",7.7
4265,The Phantom,1996,"Adventure, Action",5.2
4266,The Tragedy of Macbeth,2021,"Drama, War",7
4267,Scoop,2006,"Comedy, Mystery",6.6
4268,Halloween: Resurrection,2002,"Horror, Thriller",4.6
4269,Danger Close: The Battle of Long Tan,2019,"War, Action, Drama, History",6.9
4270,Max,2015,"Adventure, Drama",7.2
4271,Curious George 2: Follow That Monkey!,2009,"Animation, Family",6.6
4272,The House with a Clock in Its Walls,2018,"Fantasy, Family, Comedy",6.2
4273,Something Borrowed,2011,"Comedy, Drama, Romance",6.3
4274,The Hand that Rocks the Cradle,1992,"Drama, Thriller",6.9
4275,Crocodile Dundee II,1988,"Adventure, Comedy",5.8
4276,Judgment at Nuremberg,1961,"Drama, History, War",8
4277,Project X,1987,"Drama, Comedy",6.3
4278,In Hell,2003,Action,6.5
4279,Scooby-Doo! Shaggy's Showdown,2017,"Animation, Family, Mystery, Comedy, Western",7.9
4280,Killers,2010,"Action, Comedy, Thriller, Romance",5.9
4281,Moneyball,2011,Drama,7.3
4282,The Poison Rose,2019,"Thriller, Crime",4.7
4283,Home Again,2017,"Comedy, Drama, Romance",6.1
4284,The Last Emperor,1987,"Drama, History",7.6
4285,The Mothman Prophecies,2002,"Drama, Horror, Mystery",6.2
4286,Sharknado 2: The Second One,2014,"Thriller, Science Fiction",4.6
4287,All Eyez on Me,2017,"Drama, Music",6.7
4288,The Love Bug,1968,"Comedy, Family, Fantasy",6.5
4289,Colonia,2015,"Drama, History",7.3
4290,Australia,2008,"Adventure, Drama, Romance",6.6
4291,The Assignment,2016,"Action, Crime, Thriller",5.5
4292,Little Monsters,1989,"Adventure, Fantasy, Comedy, Family",5.8
4293,In Bruges,2008,"Comedy, Drama, Crime",7.5
4294,Final Score,2018,"Action, Thriller",6.1
4295,Downfall: The Case Against Boeing,2022,Documentary,7.1
4296,Rim of the World,2019,"Science Fiction, Adventure, Action, Comedy",6
4297,Seven Years in Tibet,1997,"Adventure, Drama, History",7.2
4298,A Perfect Getaway,2009,"Thriller, Mystery, Adventure",6.3
4299,Ben 10 Alien Swarm,2009,Adventure,6.2
4300,Last Christmas,2019,"Comedy, Romance",7.2
4301,Shaft,2000,"Action, Adventure, Crime, Thriller",6
4302,The Third Man,1949,"Thriller, Mystery",8
4303,The Assassination of Jesse James by the Coward Robert Ford,2007,"Action, Drama, Western",7.1
4304,Critters Attack!,2019,"Horror, Science Fiction, Comedy, TV Movie",5.7
4305,Hostile,2018,"Drama, Horror, Romance, Science Fiction",5.8
4306,Wild Orchid,1989,"Romance, Drama",5.3
4307,Paycheck,2003,"Action, Adventure, Mystery, Science Fiction, Thriller",6.2
4308,"Lock, Stock and Two Smoking Barrels",1998,"Comedy, Crime",8.1
4309,The Perfect Guy,2015,Thriller,5.7
4310,My Little Pony: Equestria Girls - Rainbow Rocks,2014,"Family, Animation, Music",8.1
4311,The Jackal,1997,"Action, Thriller, Adventure, Crime",6.3
4312,Kill Command,2016,"Action, Horror, Science Fiction, Thriller",5.6
4313,Barbershop: The Next Cut,2016,"Comedy, Drama",6.3
4314,Private Resort,1985,Comedy,5.7
4315,The Holiday,2006,"Comedy, Romance",7.1
4316,A Nice Girl Like You,2020,"Comedy, Romance",5.8
4317,Vegas Vacation,1997,Comedy,6.1
4318,Transformers One,2024,"Animation, Science Fiction, Adventure, Action, Family",0
4319,Despicable Me 4,2024,"Animation, Family, Comedy, Adventure",0
4320,Primal,2019,"Action, Adventure, Thriller",5.7
4321,if....,1968,Drama,7.1
4322,Murder by Numbers,2002,"Crime, Drama, Thriller",6.1
4323,Chestnut: Hero of Central Park,2004,"Family, Comedy",7.2
4324,The Day of the Jackal,1973,"Action, Thriller",7.5
4325,The Colony,2013,"Action, Science Fiction, Thriller",5.4
4326,Vengeance,2022,"Thriller, Mystery, Comedy",6.7
4327,Before Sunset,2004,"Drama, Romance",7.8
4328,The Animal,2001,Comedy,5.1
4329,Stuck in Love,2013,"Drama, Comedy",7.4
4330,"Hail, Caesar!",2016,"Comedy, Drama, Mystery",5.9
4331,FYP,2016,Drama,0
4332,To All the Boys: P.S. I Still Love You,2020,"Romance, Comedy",6.9
4333,Marauders,2016,"Action, Crime, Thriller",5.8
4334,Black Mirror: Bandersnatch,2018,"Science Fiction, Mystery, Drama, Thriller, TV Movie",6.8
4335,The Thing About Harry,2020,"Romance, TV Movie, Comedy",7
4336,OtherLife,2017,"Science Fiction, Crime, Mystery",6.4
4337,Bridget Jones: The Edge of Reason,2004,"Comedy, Romance",6.3
4338,The Girl with All the Gifts,2016,"Action, Horror, Science Fiction",6.5
4339,Babylon A.D.,2008,"Action, Adventure, Science Fiction, Thriller",5.6
4340,Love in the Villa,2022,"Romance, Comedy",6
4341,Hercules in New York,1970,"Comedy, Adventure, Fantasy",4.1
4342,Paradise Hills,2019,"Fantasy, Science Fiction, Thriller",6
4343,Look Both Ways,2022,"Romance, Drama, Comedy",6.9
4344,Quills,2000,Drama,7.1
4345,Romeo and Juliet,1968,"Drama, Romance",7.3
4346,Oculus,2013,Horror,6.4
4347,50/50,2011,"Comedy, Drama",7.2
4348,Sweet November,2001,"Drama, Romance",6.9
4349,Kate,2021,Action,6.7
4350,The Wolf and the Lion,2021,"Family, Adventure",7.5
4351,Victor Frankenstein,2015,"Drama, Science Fiction, Thriller",5.9
4352,About Fate,2022,"Romance, Comedy",7.4
4353,Alive,1993,"Adventure, Drama, Thriller",6.9
4354,The Piano,1993,"Drama, Romance",7.4
4355,Lethal Weapon 3,1992,"Adventure, Action, Comedy, Thriller, Crime",6.7
4356,Hush,2016,"Horror, Thriller",6.7
4357,Menace II Society,1993,"Drama, Crime",7.6
4358,Serpico,1973,"Crime, Drama",7.5
4359,LEGO Star Wars Holiday Special,2020,"Animation, Family, Adventure, Comedy, Science Fiction, Action, TV Movie",6.6
4360,P2,2007,"Horror, Thriller",6.2
4361,Letters to Juliet,2010,"Comedy, Drama, Romance",7
4362,2036: Nexus Dawn,2017,"Science Fiction, Thriller",6.9
4363,I Came By,2022,Thriller,6.3
4364,Poetic Justice,1993,"Drama, Romance",6.9
4365,Pete's Dragon,2016,"Adventure, Family, Fantasy",6.4
4366,Dracula,1958,Horror,7.3
4367,The She Beast,1966,"Thriller, Horror, Comedy",4.8
4368,Morgan,2016,"Horror, Science Fiction, Thriller",5.8
4369,Bros,2022,"Comedy, Romance",6.9
4370,Ma,2019,"Horror, Thriller",5.8
4371,Blue Story,2019,"Crime, Drama, Romance",7.3
4372,Love Actually,2003,"Comedy, Romance, Drama",7.1
4373,Silverton Siege,2022,"Action, Crime, Drama",6.4
4374,Sleeping Beauty,2011,"Drama, Romance",5.4
4375,Mean Streets,1973,"Drama, Crime",7.1
4376,Krampus,2015,"Horror, Comedy, Fantasy",6.1
4377,Curve,2016,"Thriller, Horror",7.2
4378,Honey 2,2011,"Music, Comedy, Drama",6.3
4379,Love the Coopers,2015,"Drama, Comedy, Family",6
4380,Premium Rush,2012,"Crime, Action, Thriller",6.3
4381,Open Season 2,2008,"Adventure, Animation, Comedy, Family",5.9
4382,7 Guardians of the Tomb,2018,"Action, Adventure, Horror",5.5
4383,Rock Star,2001,"Music, Drama, Comedy",6.7
4384,Belle,2013,Drama,7.2
4385,Dragonheart 3: The Sorcerer's Curse,2015,Fantasy,5.4
4386,Duel,1971,"Action, Thriller, TV Movie",7.4
4387,"Everything, Everything",2017,"Drama, Romance",7.2
4388,I Still Believe,2020,"Music, Drama, Romance",7.6
4389,Seven Brides for Seven Brothers,1954,"Comedy, Drama, Western",7.2
4390,Fired Up!,2009,Comedy,6.1
4391,Superman/Batman: Apocalypse,2010,"Science Fiction, Action, Adventure, Animation, Family",7.2
4392,Werewolf: The Beast Among Us,2012,"Drama, Horror, Thriller",5.9
4393,2048: Nowhere to Run,2017,"Science Fiction, Thriller, Action",6.8
4394,Operation Mincemeat,2022,"War, History, Drama",6.5
4395,The Last Survivors,2014,"Horror, Thriller, Action",6.2
4396,Grave Encounters 2,2012,Horror,5.5
4397,Batman Beyond: Return of the Joker,2000,"Animation, Family, Action, Science Fiction",7.3
4398,North by Northwest,1959,"Mystery, Thriller",8
4399,Critters,1986,"Comedy, Horror, Science Fiction",6.4
4400,Mr. Jones,2019,"Thriller, Drama, History",6.7
4401,Just My Luck,2006,"Comedy, Drama, Family, Fantasy, Romance",6.1
4402,The Getaway,1994,"Action, Crime, Drama, Mystery, Romance, Thriller",5.6
4403,A Turtle's Tale: Sammy's Adventures,2010,"Animation, Family",6
4404,Second Act,2018,"Romance, Comedy",6.4
4405,Mom and Dad,2018,"Thriller, Horror, Comedy",5.4
4406,Chocolat,2000,"Comedy, Drama, Romance",7
4407,Smallfoot,2018,"Family, Animation, Adventure, Fantasy",6.8
4408,Orca,1977,"Adventure, Horror, Thriller",6.1
4409,Upside Down,2012,"Romance, Science Fiction, Drama, Fantasy",6.3
4410,Gothika,2003,"Horror, Thriller",6.1
4411,Disclosure,1994,"Thriller, Drama, Crime",6.2
4412,Sniper,1993,"Action, Drama, Thriller",6.1
4413,Edge of Winter,2016,"Drama, Thriller",5.8
4414,The Great Gatsby,1974,"Drama, Romance",6.3
4415,Wild Things: Diamonds in the Rough,2005,"Crime, Drama, Mystery",4.9
4416,The Dinosaur Project,2012,"Adventure, Action, Horror",5.5
4417,Sharpay's Fabulous Adventure,2011,"Family, Music",6
4418,Mimic,1997,"Fantasy, Horror, Thriller, Science Fiction",6
4419,The Wedding Singer,1998,"Romance, Comedy",6.8
4420,Bill & Ted's Bogus Journey,1991,"Adventure, Comedy, Science Fiction",6.3
4421,Layer Cake,2004,"Drama, Thriller, Crime",6.9
4422,Sneakerella,2022,"Music, Comedy, Family",6
4423,The Crush,1993,"Drama, Thriller",6.5
4424,The New Guy,2002,Comedy,5.9
4425,Twin Peaks: Fire Walk with Me,1992,"Drama, Mystery, Horror",7.3
4426,High Strung,2016,"Music, Romance, Drama",7.1
4427,S.W.A.T.: Under Siege,2017,"Action, Crime, Thriller",5.8
4428,Cinderella and the Secret Prince,2018,"Animation, Adventure, Family, Fantasy",6.5
4429,02:22,2017,"Science Fiction, Mystery, Thriller, Romance",6
4430,The Trouble with Mistletoe,2017,"Comedy, Romance",7.1
4431,Set It Up,2018,"Romance, Comedy",6.9
